0 	0 	0 	0 	-6.4947641 	-5.2691789e-07 	0
1.50015e-06 	0.70931781 	8.9848733e-08 	0 	0 	0 	0
3.0003e-06 	1.4116461 	3.1485328e-07 	0 	0 	0 	0
4.50045e-06 	2.114285 	6.8925212e-07 	0 	0 	0 	0
6.0006001e-06 	2.8169038 	1.2146352e-06 	0 	0 	0 	0
7.5007501e-06 	3.5193843 	1.8919746e-06 	0 	0 	0 	0
9.0009001e-06 	4.2216226 	2.7223016e-06 	0 	0 	0 	0
1.050105e-05 	4.9234207 	3.7052402e-06 	0 	0 	0 	0
1.20012e-05 	5.6244465 	4.8385126e-06 	0 	0 	0 	0
1.350135e-05 	6.3244551 	6.1220966e-06 	0 	0 	0 	0
1.50015e-05 	7.022936 	7.5527917e-06 	0 	0 	0 	0
1.650165e-05 	7.7191412 	9.1191831e-06 	0 	0 	0 	0
1.80018e-05 	8.4111291 	1.083584e-05 	0 	0 	0 	0
1.950195e-05 	9.0966095 	1.2705897e-05 	0 	0 	0 	0
2.10021e-05 	9.7769586 	1.4707638e-05 	0 	0 	0 	0
2.250225e-05 	10.449912 	1.6826879e-05 	0 	0 	0 	0
2.40024e-05 	11.107995 	1.9097036e-05 	0 	0 	0 	0
2.550255e-05 	11.758887 	2.1474082e-05 	0 	0 	0 	0
2.70027e-05 	12.392426 	2.3962193e-05 	0 	0 	0 	0
2.850285e-05 	13.010846 	2.6570388e-05 	0 	0 	0 	0
3.0003e-05 	13.61662 	2.9255113e-05 	0 	0 	0 	0
3.150315e-05 	14.197114 	3.2048915e-05 	0 	0 	0 	0
3.30033e-05 	14.769794 	3.4907949e-05 	0 	0 	0 	0
3.450345e-05 	15.310544 	3.7856081e-05 	0 	0 	0 	0
3.60036e-05 	15.846191 	4.0863151e-05 	0 	0 	0 	0
3.750375e-05 	16.348737 	4.3940484e-05 	0 	0 	0 	0
3.90039e-05 	16.84514 	4.7067547e-05 	0 	0 	0 	0
4.050405e-05 	17.313504 	5.0257071e-05 	0 	0 	0 	0
4.20042e-05 	17.770159 	5.3476015e-05 	0 	0 	0 	0
4.350435e-05 	18.209618 	5.6768361e-05 	0 	0 	0 	0
4.50045e-05 	18.627479 	6.0060333e-05 	0 	0 	0 	0
4.650465e-05 	19.043455 	6.3443685e-05 	0 	0 	0 	0
4.80048e-05 	19.424691 	6.682271e-05 	0 	0 	0 	0
4.950495e-05 	19.806153 	7.0247089e-05 	0 	0 	0 	0
5.1005101e-05 	20.169393 	7.3717378e-05 	0 	0 	0 	0
5.2505251e-05 	20.516953 	7.7177129e-05 	0 	0 	0 	0
5.4005401e-05 	20.864888 	8.0723827e-05 	0 	0 	0 	0
5.5505551e-05 	21.185972 	8.4265263e-05 	0 	0 	0 	0
5.7005701e-05 	21.503094 	8.7808408e-05 	0 	0 	0 	0
5.8505851e-05 	21.819294 	9.145301e-05 	0 	0 	0 	0
6.0006001e-05 	22.108556 	9.5063095e-05 	0 	0 	0 	0
6.1506151e-05 	22.397859 	9.8686286e-05 	0 	0 	0 	0
6.3006301e-05 	22.685973 	0.0001024043 	0 	0 	0 	0
6.4506451e-05 	22.949556 	0.00010607883 	0 	0 	0 	0
6.6006601e-05 	23.213146 	0.00010975539 	0 	0 	0 	0
6.7506751e-05 	23.477032 	0.00011354247 	0 	0 	0 	0
6.9006901e-05 	23.719523 	0.00011728178 	0 	0 	0 	0
7.0507051e-05 	23.959518 	0.00012101553 	0 	0 	0 	0
7.2007201e-05 	24.199708 	0.00012483368 	0 	0 	0 	0
7.3507351e-05 	24.427957 	0.00012864912 	0 	0 	0 	0
7.5007501e-05 	24.646392 	0.00013243783 	0 	0 	0 	0
7.6507651e-05 	24.864888 	0.0001362576 	0 	0 	0 	0
7.8007801e-05 	25.083334 	0.00014016172 	0 	0 	0 	0
7.9507951e-05 	25.282143 	0.00014400178 	0 	0 	0 	0
8.1008101e-05 	25.480951 	0.00014784183 	0 	0 	0 	0
8.2508251e-05 	25.679881 	0.00015175206 	0 	0 	0 	0
8.4008401e-05 	25.87409 	0.00015569137 	0 	0 	0 	0
8.5508551e-05 	26.055089 	0.00015957979 	0 	0 	0 	0
8.7008701e-05 	26.236087 	0.00016346821 	0 	0 	0 	0
